p,n,prime_count,duration_ns
1,151,36,61108
1,152,36,59249
1,153,36,61977
1,154,36,61499
1,155,36,62362
1,156,36,61389
1,157,37,73040
1,158,37,75080
1,159,37,69237
1,160,37,70821
1,161,37,71258
1,162,37,60661
1,163,38,61220
1,164,38,65789
1,165,38,75220
1,166,38,67760
1,167,39,71670
1,168,39,63152
1,169,39,61870
1,170,39,63519
1,171,39,59286
1,172,39,57873
1,173,40,64740
1,174,40,57661
1,175,40,60238
1,176,40,62686
1,177,40,62923
1,178,40,62814
1,179,41,61118
1,180,41,69429
1,181,42,62295
1,182,42,61810
1,183,42,55861
1,184,42,62156
1,185,42,61850
1,186,42,64054
1,187,42,60096
1,188,42,58752
1,189,42,60417
1,190,42,61522
1,191,43,60399
1,192,43,57502
1,193,44,59853
1,194,44,60682
1,195,44,59789
1,196,44,64992
1,197,45,62041
1,198,45,59173
1,199,46,62789
1,200,46,61087
1,201,46,58614
1,202,46,56067
1,203,46,61145
1,204,46,61447
1,205,46,59799
1,206,46,61635
1,207,46,61446
1,208,46,62035
1,209,46,63449
1,210,46,60597
1,211,47,60643
1,212,47,64909
1,213,47,61304
1,214,47,61387
1,215,47,58527
1,216,47,57117
1,217,47,58618
1,218,47,62748
1,219,47,65229
1,220,47,60840
1,221,47,61261
1,222,47,62742
1,223,48,60583
1,224,48,58725
1,225,48,61778
1,226,48,61584
1,227,49,53965
1,228,49,61249
1,229,50,61539
1,230,50,63472
1,231,50,68012
1,232,50,58176
1,233,51,64843
1,234,51,73403
1,235,51,59378
1,236,51,62689
1,237,51,57828
1,238,51,58641
1,239,52,61874
1,240,52,61378
1,241,53,60921
1,242,53,57709
1,243,53,75724
1,244,53,61594
1,245,53,62600
1,246,53,58958
1,247,53,59384
1,248,53,64669
1,249,53,59803
1,250,53,63218
1,251,54,61220
1,252,54,58810
1,253,54,59437
1,254,54,59231
1,255,54,62117
1,256,54,57823
1,257,55,60720
1,258,55,63628
1,259,55,57050
1,260,55,60582
1,261,55,63120
1,262,55,60818
1,263,56,59785
1,264,56,60030
1,265,56,59747
1,266,56,61261
1,267,56,60728
1,268,56,65188
1,269,57,60949
1,270,57,60946
1,271,58,59588
1,272,58,63927
1,273,58,61402
1,274,58,59153
1,275,58,62099
1,276,58,62701
1,277,59,63282
1,278,59,58996
1,279,59,59113
1,280,59,57928
1,281,60,62416
1,282,60,60618
1,283,61,57694
1,284,61,59212
1,285,61,57076
1,286,61,54780
1,287,61,56571
1,288,61,57900
1,289,61,61059
1,290,61,60843
1,291,61,66102
1,292,61,61382
1,293,62,65274
1,294,62,60977
1,295,62,62344
1,296,62,59558
1,297,62,62300
1,298,62,59523
1,299,62,62412
1,300,62,59822
1,301,62,62219
1,302,62,60357
1,303,62,60633
1,304,62,59051
1,305,62,56581
1,306,62,58728
1,307,63,57397
1,308,63,59921
1,309,63,68484
1,310,63,60792
1,311,64,61180
1,312,64,59682
1,313,65,67324
1,314,65,67920
1,315,65,61031
1,316,65,65164
1,317,66,65897
1,318,66,56721
1,319,66,62422
1,320,66,60263
1,321,66,61977
1,322,66,58894
1,323,66,61785
1,324,66,59176
1,325,66,58315
1,326,66,60368
1,327,66,60028
1,328,66,62396
1,329,66,57675
1,330,66,62215
1,331,67,62460
1,332,67,57536
1,333,67,64475
1,334,67,57062
1,335,67,57385
1,336,67,61961
1,337,68,60061
1,338,68,57417
1,339,68,57292
1,340,68,63721
1,341,68,57291
1,342,68,60703
1,343,68,60456
1,344,68,61687
1,345,68,58769
1,346,68,62023
1,347,69,66979
1,348,69,62045
1,349,70,59487
1,350,70,61342
1,351,70,61134
1,352,70,61204
1,353,71,61944
1,354,71,59335
1,355,71,63029
1,356,71,62713
1,357,71,60847
1,358,71,59769
1,359,72,61669
1,360,72,61478
1,361,72,64687
1,362,72,62258
1,363,72,62581
1,364,72,64001
1,365,72,60585
1,366,72,60075
1,367,73,60508
1,368,73,60192
1,369,73,64329
1,370,73,61639
1,371,73,63294
1,372,73,63029
1,373,74,65285
1,374,74,66320
1,375,74,65814
1,376,74,60822
1,377,74,65923
1,378,74,61293
1,379,75,58196
1,380,75,59841
1,381,75,63462
1,382,75,60077
1,383,76,65329
1,384,76,61157
1,385,76,69047
1,386,76,63181
1,387,76,61012
1,388,76,58744
1,389,77,59969
1,390,77,60658
1,391,77,61675
1,392,77,60222
1,393,77,60865
1,394,77,60993
1,395,77,60408
1,396,77,58011
1,397,78,61797
1,398,78,62505
1,399,78,63952
1,400,78,60850
1,401,79,62977
1,402,79,58393
1,403,79,57298
1,404,79,61974
1,405,79,66288
1,406,79,59367
1,407,79,58403
1,408,79,61849
1,409,80,61843
1,410,80,58275
1,411,80,62397
1,412,80,64955
1,413,80,61966
1,414,80,63006
1,415,80,59067
1,416,80,63581
1,417,80,62534
1,418,80,59507
1,419,81,58425
1,420,81,62289
1,421,82,57333
1,422,82,60015
1,423,82,57469
1,424,82,56894
1,425,82,59640
1,426,82,61486
1,427,82,59814
1,428,82,61060
1,429,82,58966
1,430,82,57233
1,431,83,57526
1,432,83,59655
1,433,84,55659
1,434,84,58156
1,435,84,57114
1,436,84,61720
1,437,84,61752
1,438,84,60073
1,439,85,60879
1,440,85,58901
1,441,85,57956
1,442,85,60891
1,443,86,59378
1,444,86,59083
1,445,86,58398
1,446,86,60868
1,447,86,62988
1,448,86,61732
1,449,87,58111
1,450,87,62413
1,451,87,61515
1,452,87,56071
1,453,87,63196
1,454,87,58666
1,455,87,59214
1,456,87,60333
1,457,88,58223
1,458,88,63001
1,459,88,61148
1,460,88,66552
1,461,89,64080
1,462,89,63136
1,463,90,62993
1,464,90,64351
1,465,90,59040
1,466,90,58452
1,467,91,63983
1,468,91,59266
1,469,91,62460
1,470,91,62948
1,471,91,59568
1,472,91,59886
1,473,91,63387
1,474,91,58195
1,475,91,56791
1,476,91,61576
1,477,91,59921
1,478,91,58933
1,479,92,57740
1,480,92,60771
1,481,92,59551
1,482,92,63506
1,483,92,65089
1,484,92,62213
1,485,92,63843
1,486,92,62133
1,487,93,63306
1,488,93,58701
1,489,93,63576
1,490,93,69086
1,491,94,65526
1,492,94,61766
1,493,94,60410
1,494,94,69879
1,495,94,62244
1,496,94,60645
1,497,94,67675
1,498,94,61208
1,499,95,57565
1,500,95,65152
1,501,95,63547
1,502,95,62656
1,503,96,59760
1,504,96,62471
1,505,96,60038
1,506,96,63618
1,507,96,62422
1,508,96,64279
1,509,97,58677
1,510,97,62891
1,511,97,58531
1,512,97,63261
1,513,97,62997
1,514,97,63906
1,515,97,58571
1,516,97,60903
1,517,97,62216
1,518,97,60222
1,519,97,62339
1,520,97,62127
1,521,98,59517
1,522,98,59330
1,523,99,59372
1,524,99,61156
1,525,99,62707
1,526,99,64336
1,527,99,65804
1,528,99,63237
1,529,99,61695
1,530,99,62071
1,531,99,61963
1,532,99,59343
1,533,99,58025
1,534,99,61045
1,535,99,63525
1,536,99,58790
1,537,99,62954
1,538,99,64398
1,539,99,68394
1,540,99,65094
1,541,100,62326
1,542,100,64743
1,543,100,65617
1,544,100,61945
1,545,100,62152
1,546,100,63889
1,547,101,62192
1,548,101,64015
1,549,101,58028
1,550,101,55551
1,551,101,59220
1,552,101,56992
1,553,101,58640
1,554,101,65627
1,555,101,61724
1,556,101,62835
1,557,102,62370
1,558,102,68202
1,559,102,63091
1,560,102,62966
1,561,102,60345
1,562,102,59583
1,563,103,63061
1,564,103,64941
1,565,103,62179
1,566,103,62375
1,567,103,63565
1,568,103,65403
1,569,104,68141
1,570,104,64289
1,571,105,62185
1,572,105,56860
1,573,105,63560
1,574,105,61721
1,575,105,62937
1,576,105,61014
1,577,106,65070
1,578,106,64697
1,579,106,66494
1,580,106,63212
1,581,106,66119
1,582,106,64802
1,583,106,62918
1,584,106,59415
1,585,106,72016
1,586,106,61652
1,587,107,64671
1,588,107,63454
1,589,107,65473
1,590,107,64807
1,591,107,64279
1,592,107,66873
1,593,108,59950
1,594,108,63522
1,595,108,60166
1,596,108,61785
1,597,108,63645
1,598,108,61459
1,599,109,60149
1,600,109,60834
1,601,110,65684
1,602,110,64067
1,603,110,59483
1,604,110,61496
1,605,110,57675
1,606,110,64293
1,607,111,59343
1,608,111,62048
1,609,111,61808
1,610,111,57467
1,611,111,63756
1,612,111,58458
1,613,112,60918
1,614,112,59649
1,615,112,62536
1,616,112,63547
1,617,113,63033
1,618,113,60125
1,619,114,63187
1,620,114,61179
1,621,114,59239
1,622,114,68350
1,623,114,72111
1,624,114,67499
1,625,114,69270
1,626,114,65912
1,627,114,62464
1,628,114,64938
1,629,114,66123
1,630,114,62723
1,631,115,65754
1,632,115,72812
1,633,115,58780
1,634,115,67280
1,635,115,64941
1,636,115,62069
1,637,115,65485
1,638,115,65193
1,639,115,64846
1,640,115,66063
1,641,116,59161
1,642,116,63400
1,643,117,63550
1,644,117,64227
1,645,117,60418
1,646,117,61286
1,647,118,64077
1,648,118,62567
1,649,118,60749
1,650,118,59580
1,651,118,64562
1,652,118,61345
1,653,119,60852
1,654,119,62749
1,655,119,61906
1,656,119,73121
1,657,119,61663
1,658,119,66008
1,659,120,63461
1,660,120,60382
1,661,121,62114
1,662,121,63412
1,663,121,66107
1,664,121,66054
1,665,121,56205
1,666,121,62467
1,667,121,65673
1,668,121,61283
1,669,121,59452
1,670,121,59580
1,671,121,66079
1,672,121,63926
1,673,122,63768
1,674,122,65546
1,675,122,63384
1,676,122,64758
1,677,123,68031
1,678,123,64704
1,679,123,65947
1,680,123,64224
1,681,123,64828
1,682,123,65091
1,683,124,75623
1,684,124,66724
1,685,124,62796
1,686,124,65476
1,687,124,70096
1,688,124,71816
1,689,124,64155
1,690,124,63739
1,691,125,60800
1,692,125,62337
1,693,125,62045
1,694,125,62166
1,695,125,61450
1,696,125,58173
1,697,125,62259
1,698,125,62544
1,699,125,60232
1,700,125,61268
1,701,126,61220
1,702,126,67082
1,703,126,62576
1,704,126,61866
1,705,126,61931
1,706,126,70636
1,707,126,67136
1,708,126,63685
1,709,127,65186
1,710,127,66193
1,711,127,61889
1,712,127,64072
1,713,127,66054
1,714,127,67575
1,715,127,64544
1,716,127,65433
1,717,127,73960
1,718,127,67360
1,719,128,66661
1,720,128,60982
1,721,128,61994
1,722,128,61913
1,723,128,60128
1,724,128,59461
1,725,128,63112
1,726,128,61818
1,727,129,58522
1,728,129,60158
1,729,129,62213
1,730,129,60557
1,731,129,60973
1,732,129,60383
1,733,130,61276
1,734,130,60091
1,735,130,60397
1,736,130,62016
1,737,130,62977
1,738,130,58683
1,739,131,63335
1,740,131,61839
1,741,131,63481
1,742,131,60569
1,743,132,57663
1,744,132,66278
1,745,132,63975
1,746,132,62540
1,747,132,65157
1,748,132,64604
1,749,132,69629
1,750,132,66929
1,751,133,110206
1,752,133,64599
1,753,133,63918
1,754,133,60117
1,755,133,64583
1,756,133,63377
1,757,134,64478
1,758,134,59962
1,759,134,61436
1,760,134,60036
1,761,135,62500
1,762,135,64102
1,763,135,67214
1,764,135,63706
1,765,135,64470
1,766,135,62990
1,767,135,62690
1,768,135,62833
1,769,136,64270
1,770,136,61432
1,771,136,64389
1,772,136,60121
1,773,137,60945
1,774,137,61977
1,775,137,58461
1,776,137,66608
1,777,137,64586
1,778,137,65516
1,779,137,67325
1,780,137,62828
1,781,137,65435
1,782,137,64189
1,783,137,65453
1,784,137,65626
1,785,137,64939
1,786,137,59877
1,787,138,63920
1,788,138,67105
1,789,138,62418
1,790,138,59040
1,791,138,62528
1,792,138,63809
1,793,138,63912
1,794,138,63041
1,795,138,64363
1,796,138,62949
1,797,139,61459
1,798,139,61950
1,799,139,63265
1,800,139,61696
1,801,139,67479
1,802,139,69863
1,803,139,69001
1,804,139,67100
1,805,139,68746
1,806,139,64563
1,807,139,67039
1,808,139,63677
1,809,140,62377
1,810,140,73504
1,811,141,69829
1,812,141,68963
1,813,141,66833
1,814,141,62684
1,815,141,64166
1,816,141,63989
1,817,141,63985
1,818,141,63048
1,819,141,61234
1,820,141,65452
1,821,142,57886
1,822,142,63203
1,823,143,62805
1,824,143,62348
1,825,143,66456
1,826,143,67322
1,827,144,62649
1,828,144,64383
1,829,145,61892
1,830,145,66352
1,831,145,58708
1,832,145,58549
1,833,145,62350
1,834,145,61753
1,835,145,63425
1,836,145,63854
1,837,145,67830
1,838,145,64610
1,839,146,62533
1,840,146,63835
1,841,146,74354
1,842,146,69019
1,843,146,62330
1,844,146,63361
1,845,146,66529
1,846,146,62755
1,847,146,64017
1,848,146,65019
1,849,146,66658
1,850,146,58877
1,851,146,63239
1,852,146,62674
1,853,147,65436
1,854,147,59482
1,855,147,64894
1,856,147,63397
1,857,148,60196
1,858,148,65166
1,859,149,58217
1,860,149,61216
1,861,149,65346
1,862,149,60490
1,863,150,61061
1,864,150,65868
1,865,150,63200
1,866,150,65002
1,867,150,60083
1,868,150,61530
1,869,150,67598
1,870,150,63325
1,871,150,65397
1,872,150,77912
1,873,150,67179
1,874,150,65209
1,875,150,69734
1,876,150,62375
1,877,151,67546
1,878,151,62196
1,879,151,64646
1,880,151,64118
1,881,152,62556
1,882,152,64283
1,883,153,62100
1,884,153,66383
1,885,153,62736
1,886,153,59186
1,887,154,56542
1,888,154,61618
1,889,154,62190
1,890,154,59569
1,891,154,61810
1,892,154,60305
1,893,154,58668
1,894,154,69147
1,895,154,62371
1,896,154,59525
1,897,154,63875
1,898,154,59380
1,899,154,66521
1,900,154,63728
1,901,154,66777
1,902,154,65439
1,903,154,78847
1,904,154,71807
1,905,154,68003
1,906,154,67923
1,907,155,66227
1,908,155,59738
1,909,155,65318
1,910,155,64159
1,911,156,66030
1,912,156,63212
1,913,156,61602
1,914,156,63614
1,915,156,65560
1,916,156,61190
1,917,156,64453
1,918,156,59412
1,919,157,62403
1,920,157,62539
1,921,157,59561
1,922,157,62759
1,923,157,63812
1,924,157,67684
1,925,157,63468
1,926,157,68739
1,927,157,68634
1,928,157,60737
1,929,158,64192
1,930,158,68692
1,931,158,61661
1,932,158,72307
1,933,158,75225
1,934,158,69640
1,935,158,75962
1,936,158,62239
1,937,159,59341
1,938,159,63763
1,939,159,59822
1,940,159,59803
1,941,160,69893
1,942,160,62779
1,943,160,64379
1,944,160,58860
1,945,160,63295
1,946,160,59523
1,947,161,65405
1,948,161,65378
1,949,161,62642
1,950,161,62556
1,951,161,63129
1,952,161,64736
1,953,162,65971
1,954,162,62547
1,955,162,68732
1,956,162,66932
1,957,162,65006
1,958,162,59161
1,959,162,61622
1,960,162,69377
1,961,162,67315
1,962,162,66135
1,963,162,80256
1,964,162,64446
1,965,162,70648
1,966,162,63300
1,967,163,62354
1,968,163,60165
1,969,163,71594
1,970,163,64128
1,971,164,64860
1,972,164,64715
1,973,164,61345
1,974,164,69286
1,975,164,68401
1,976,164,61436
1,977,165,60159
1,978,165,61084
1,979,165,59559
1,980,165,59662
1,981,165,64558
1,982,165,68665
1,983,166,61919
1,984,166,64942
1,985,166,60088
1,986,166,63002
1,987,166,64989
1,988,166,57983
1,989,166,68876
1,990,166,57703
1,991,167,73060
1,992,167,54746
1,993,167,65397
1,994,167,77825
1,995,167,64285
1,996,167,69627
1,997,168,69456
1,998,168,67906
1,999,168,67741
1,1000,168,68431
1,1001,168,66796
1,1002,168,67786
1,1003,168,68409
1,1004,168,67065
1,1005,168,65312
1,1006,168,69529
1,1007,168,67614
1,1008,168,67902
1,1009,169,63278
1,1010,169,65691
1,1011,169,67313
1,1012,169,69552
1,1013,170,70618
1,1014,170,67172
1,1015,170,66211
1,1016,170,64683
1,1017,170,95101
1,1018,170,67003
1,1019,171,64218
1,1020,171,68256
1,1021,172,69351
1,1022,172,67689
1,1023,172,77590
1,1024,172,69177
1,1025,172,71294
1,1026,172,69421
1,1027,172,66647
1,1028,172,68674
1,1029,172,65295
1,1030,172,71719
1,1031,173,67945
1,1032,173,66615
1,1033,174,66401
1,1034,174,66965
1,1035,174,65408
1,1036,174,66983
1,1037,174,67191
1,1038,174,65248
1,1039,175,64379
1,1040,175,65576
1,1041,175,67572
1,1042,175,64061
1,1043,175,64960
1,1044,175,64541
1,1045,175,65885
1,1046,175,64017
1,1047,175,66343
1,1048,175,65277
1,1049,176,64415
1,1050,176,64005
1,1051,177,67118
1,1052,177,67310
1,1053,177,87840
1,1054,177,74954
1,1055,177,70266
1,1056,177,62904
1,1057,177,66090
1,1058,177,63993
1,1059,177,64871
1,1060,177,69073
1,1061,178,65996
1,1062,178,68801
1,1063,179,62338
1,1064,179,66936
1,1065,179,66072
1,1066,179,62378
1,1067,179,65519
1,1068,179,66933
1,1069,180,67834
1,1070,180,66733
1,1071,180,66562
1,1072,180,63156
1,1073,180,61939
1,1074,180,63640
1,1075,180,68112
1,1076,180,62661
1,1077,180,63569
1,1078,180,63515
1,1079,180,65663
1,1080,180,65909
1,1081,180,69944
1,1082,180,71163
1,1083,180,66414
1,1084,180,72252
1,1085,180,59718
1,1086,180,60938
1,1087,181,69269
1,1088,181,65990
1,1089,181,67514
1,1090,181,71683
1,1091,182,64096
1,1092,182,64966
1,1093,183,66015
1,1094,183,65470
1,1095,183,66310
1,1096,183,61652
1,1097,184,61520
1,1098,184,59042
1,1099,184,64899
1,1100,184,64441
1,1101,184,66267
1,1102,184,64756
1,1103,185,63094
1,1104,185,65553
1,1105,185,63668
1,1106,185,63958
1,1107,185,61297
1,1108,185,64280
1,1109,186,64494
1,1110,186,64566
1,1111,186,66711
1,1112,186,73637
1,1113,186,63360
1,1114,186,118626
1,1115,186,67374
1,1116,186,65687
1,1117,187,65898
1,1118,187,64050
1,1119,187,65858
1,1120,187,64468
1,1121,187,62859
1,1122,187,63065
1,1123,188,63758
1,1124,188,63657
1,1125,188,64977
1,1126,188,65273
1,1127,188,66669
1,1128,188,65197
1,1129,189,62774
1,1130,189,64529
1,1131,189,63519
1,1132,189,63903
1,1133,189,63261
1,1134,189,60046
1,1135,189,68072
1,1136,189,64311
1,1137,189,65466
1,1138,189,62358
1,1139,189,67551
1,1140,189,64669
1,1141,189,63812
1,1142,189,72729
1,1143,189,107313
1,1144,189,68227
1,1145,189,67048
1,1146,189,63902
1,1147,189,63186
1,1148,189,63017
1,1149,189,67912
1,1150,189,65099
1,1151,190,61660
1,1152,190,59637
1,1153,191,62208
1,1154,191,62377
1,1155,191,65812
1,1156,191,66504
1,1157,191,58999
1,1158,191,66563
1,1159,191,61053
1,1160,191,64967
1,1161,191,63602
1,1162,191,60406
1,1163,192,61624
1,1164,192,63364
1,1165,192,64426
1,1166,192,65798
1,1167,192,67541
1,1168,192,63219
1,1169,192,68249
1,1170,192,66478
1,1171,193,63110
1,1172,193,71981
1,1173,193,63808
1,1174,193,69224
1,1175,193,70429
1,1176,193,64275
1,1177,193,64676
1,1178,193,65932
1,1179,193,67544
1,1180,193,68403
1,1181,194,66965
1,1182,194,67067
1,1183,194,61903
1,1184,194,65241
1,1185,194,68358
1,1186,194,65399
1,1187,195,63555
1,1188,195,64263
1,1189,195,63625
1,1190,195,66671
1,1191,195,64576
1,1192,195,62991
1,1193,196,68467
1,1194,196,63035
1,1195,196,66457
1,1196,196,63410
1,1197,196,63893
1,1198,196,69575
1,1199,196,67666
1,1200,196,67300
1,1201,197,66727
1,1202,197,73209
1,1203,197,71397
1,1204,197,71118
1,1205,197,66748
1,1206,197,68446
1,1207,197,70558
1,1208,197,64413
1,1209,197,68740
1,1210,197,69429
1,1211,197,66306
1,1212,197,69373
1,1213,198,66273
1,1214,198,68122
1,1215,198,64540
1,1216,198,66291
1,1217,199,69624
1,1218,199,68908
1,1219,199,67135
1,1220,199,63580
1,1221,199,74069
1,1222,199,65935
1,1223,200,65317
1,1224,200,68127
1,1225,200,70852
1,1226,200,70904
1,1227,200,67997
1,1228,200,68110
1,1229,201,71572
1,1230,201,67370
1,1231,202,71803
1,1232,202,65156
1,1233,202,63721
1,1234,202,64197
1,1235,202,63535
1,1236,202,71328
1,1237,203,66879
1,1238,203,63284
1,1239,203,68471
1,1240,203,61966
1,1241,203,68860
1,1242,203,67852
1,1243,203,63348
1,1244,203,66110
1,1245,203,68001
1,1246,203,69797
1,1247,203,68541
1,1248,203,67385
1,1249,204,64742
1,1250,204,64453
1,1251,204,63796
1,1252,204,64608
1,1253,204,69845
1,1254,204,68555
1,1255,204,65988
1,1256,204,69274
1,1257,204,65092
1,1258,204,69489
1,1259,205,64644
1,1260,205,68097
1,1261,205,79502
1,1262,205,65536
1,1263,205,72989
1,1264,205,65547
1,1265,205,64574
1,1266,205,62498
1,1267,205,64973
1,1268,205,61897
1,1269,205,63634
1,1270,205,63098
1,1271,205,66267
1,1272,205,71510
1,1273,205,68929
1,1274,205,68378
1,1275,205,67747
1,1276,205,64037
1,1277,206,70953
1,1278,206,66063
1,1279,207,66182
1,1280,207,65523
1,1281,207,66171
1,1282,207,63421
1,1283,208,68842
1,1284,208,65694
1,1285,208,63070
1,1286,208,67785
1,1287,208,64452
1,1288,208,65033
1,1289,209,60884
1,1290,209,61600
1,1291,210,72021
1,1292,210,71868
1,1293,210,75257
1,1294,210,67505
1,1295,210,63434
1,1296,210,70297
1,1297,211,69407
1,1298,211,68278
1,1299,211,66774
1,1300,211,64438
1,1301,212,64303
1,1302,212,65824
1,1303,213,61607
1,1304,213,67699
1,1305,213,64200
1,1306,213,64992
1,1307,214,65142
1,1308,214,69049
1,1309,214,67312
1,1310,214,68711
1,1311,214,67186
1,1312,214,70055
1,1313,214,66745
1,1314,214,63874
1,1315,214,68577
1,1316,214,67003
1,1317,214,69021
1,1318,214,62707
1,1319,215,62536
1,1320,215,72430
1,1321,216,68458
1,1322,216,102239
1,1323,216,66600
1,1324,216,69851
1,1325,216,67293
1,1326,216,62801
1,1327,217,67066
1,1328,217,67731
1,1329,217,68774
1,1330,217,66429
1,1331,217,64866
1,1332,217,66831
1,1333,217,69107
1,1334,217,71297
1,1335,217,66908
1,1336,217,67198
1,1337,217,67933
1,1338,217,68290
1,1339,217,68636
1,1340,217,61770
1,1341,217,66113
1,1342,217,72367
1,1343,217,65913
1,1344,217,69744
1,1345,217,61438
1,1346,217,66827
1,1347,217,63847
1,1348,217,68081
1,1349,217,78912
1,1350,217,70758
1,1351,217,70898
1,1352,217,74445
1,1353,217,73695
1,1354,217,68251
1,1355,217,67348
1,1356,217,65549
1,1357,217,71157
1,1358,217,70203
1,1359,217,67580
1,1360,217,65430
1,1361,218,70020
1,1362,218,62948
1,1363,218,67724
1,1364,218,71308
1,1365,218,64810
1,1366,218,72581
1,1367,219,72865
1,1368,219,66314
1,1369,219,70137
1,1370,219,70969
1,1371,219,68269
1,1372,219,65056
1,1373,220,68696
1,1374,220,71134
1,1375,220,72531
1,1376,220,71820
1,1377,220,64703
1,1378,220,70388
1,1379,220,69153
1,1380,220,70022
1,1381,221,64432
1,1382,221,69162
1,1383,221,62504
1,1384,221,63451
1,1385,221,64026
1,1386,221,72579
1,1387,221,65303
1,1388,221,70238
1,1389,221,65499
1,1390,221,63574
1,1391,221,69032
1,1392,221,68162
1,1393,221,62702
1,1394,221,65153
1,1395,221,63515
1,1396,221,66184
1,1397,221,65705
1,1398,221,65476
1,1399,222,67645
1,1400,222,60784
1,1401,222,73187
1,1402,222,65386
1,1403,222,64014
1,1404,222,64530
1,1405,222,66735
1,1406,222,66023
1,1407,222,65278
1,1408,222,80977
1,1409,223,64322
1,1410,223,71469
1,1411,223,70896
1,1412,223,66141
1,1413,223,65604
1,1414,223,97988
1,1415,223,66591
1,1416,223,67156
1,1417,223,75638
1,1418,223,68613
1,1419,223,73715
